age,gender,race,income,credit_score,debt_to_income_ratio,loan_amount,loan_term,employment_years,savings_amount,num_credit_accounts,num_late_payments,has_mortgage,has_auto_loan,education,income_to_loan_ratio,monthly_payment,payment_to_income_ratio,loan_approved
61,Male,Hispanic,45309.84929708218,542,0.4216512392470916,172894.98304641226,10,0.36700718466798676,394.2040465965183,2,0,0,0,Bachelor,0.26206572625024704,1440.7915253867689,0.3815836638802199,1
42,Female,Asian,81782.94603272915,591,0.35902294220569586,229900.15362163485,10,8.290320221866423,46367.73267794881,5,3,0,0,High School,0.3557324549131268,1915.8346135136237,0.28111013942886076,1
66,Male,White,60022.58552129153,591,0.14797926493158717,327014.84219664463,10,24.749335578000895,42741.33090210396,9,1,0,0,Bachelor,0.18354697639441697,2725.1236849720385,0.5448196530631694,1
44,Female,Hispanic,40267.376236214615,681,0.5968490150635791,413359.72795408114,30,15.210632801567947,28203.397527472604,7,2,1,0,High School,0.09741485082622223,1148.2214665391143,0.34217917546059246,0
76,Female,Black,49795.88799218135,437,0.47632700060564004,151166.9220655952,15,12.25464913739742,11267.241823612596,6,3,1,1,Master,0.3294099483653814,839.816233697751,0.20238206829357813,0
59,Male,White,51267.66785275436,499,0.3188470191123559,414753.3132779986,30,27.927038387469356,3982.8405143532273,0,2,0,0,Master,0.12361002603586424,1152.0925368833293,0.2696652885071151,1
45,Female,Black,35432.1937351658,634,0.4090842748331457,149770.73299229227,30,2.6860529136851605,-18591.496021854284,5,4,0,1,Master,0.23657621904667625,416.02981386747854,0.1408989181907447,0
77,Male,Black,31748.23603644747,746,0.14378640863311506,286892.6562284506,30,18.46710602333547,44239.57466745541,0,2,0,0,Bachelor,0.11066242145691793,796.9240450790294,0.30121637403633317,1
33,Female,Black,64027.79787618999,647,0.34765082684480497,150560.39319172347,30,10.26566148731331,5458.443239501117,3,0,1,1,Bachelor,0.4252632217468843,418.2233144214541,0.07838282651485264,0
32,Male,Hispanic,66905.46594084191,577,0.5654162079087439,97040.71397435416,30,2.124701948787772,25311.50288039312,9,4,1,0,High School,0.6894576843130362,269.5575388176504,0.048347177922233316,0
79,Female,White,62075.62939105917,831,0.5483004790274891,322272.6010085264,10,6.412335258324605,22984.71097809484,2,2,0,1,Bachelor,0.19261838951495858,2685.605008404387,0.519161229889912,0
79,Male,Asian,80306.36188647604,698,0.26869042274157284,195085.02124614446,30,18.83799639051853,-5087.665583048805,6,3,1,1,Bachelor,0.41164801568825293,541.9028367948457,0.08097532858892037,0
64,Male,Hispanic,39164.535279767966,690,0.3656839319106694,328399.83334151265,20,0.8483080156367229,10933.49451497736,1,0,0,0,Bachelor,0.11925869413898153,1368.3326389229694,0.41925664506883725,1
79,Female,White,83485.4153214226,309,0.44869176204382344,275201.4046061744,10,17.76746446168053,3004.244435333472,3,0,0,0,Master,0.30336115268341013,2293.3450383847867,0.3296400976705173,0
68,Female,Black,31981.577628916944,848,0.27000463345395265,241111.41413139785,15,28.70551263651913,31896.272742388275,4,1,1,0,Master,0.13264232116148608,1339.5078562855435,0.5026047952335136,1
61,Male,White,29746.288732630142,358,0.13243960904696925,255115.59752582244,15,23.852881871108078,32557.60980515721,1,1,0,1,Bachelor,0.116599255479153,1417.308875143458,0.5717589395636075,0
72,Male,Asian,14800.822357014993,387,0.3527208283589024,308864.354329881,10,10.367912380015369,16339.140204970088,8,3,0,0,Bachelor,0.047920137592851034,2573.869619415675,2.0868053604027734,1
69,Female,Black,41084.09372346366,758,0.4008178679116682,292644.8146824986,30,4.14622939084825,7358.638863561937,1,1,0,1,Bachelor,0.14038893451106368,812.9022630069405,0.237435617339958,1
74,Female,White,39925.553263410926,403,0.10292080006075513,159547.02364521904,10,13.951933017389358,22819.413147744675,5,2,0,1,Bachelor,0.2502431718951551,1329.5585303768253,0.39961130304844916,1
20,Female,White,60518.745605093005,403,0.14778768676926532,242293.44318452026,15,11.788513085352163,36607.174996779235,7,1,1,1,High School,0.24977459071810099,1346.074684358446,0.2669073202162007,0
54,Female,Black,54877.818832409015,553,0.20364532179707615,350061.5387135019,15,29.15198880071556,-2223.2289177100065,6,0,1,1,Bachelor,0.15676620469100502,1944.7863261861216,0.42526172524282513,1
68,Female,White,26140.532579617266,634,0.27402614349546706,204529.0447294867,10,29.69604163525266,51690.04307106802,5,3,1,1,Bachelor,0.1278084128060694,1704.4087060790557,0.7824211083173015,0
24,Female,White,42145.47523148365,762,0.37052561141529017,150590.73337239685,20,12.317539689713735,16343.12601947039,7,2,0,1,PhD,0.2798676537902357,627.4613890516536,0.17865587295584945,1
38,Male,White,42570.75957824629,848,0.24692145937983265,137861.65532522646,20,4.4635195058981045,18217.538196834405,4,0,1,0,Bachelor,0.3087933296449874,574.4235638551103,0.1619205960746751,1
26,Male,White,14480.355060762144,600,0.23809190720325188,284915.4304080206,20,27.318286489287157,44039.836496373384,9,0,0,0,PhD,0.05082334445707335,1187.147626700086,0.9837998764963458,1
56,Female,White,30381.06545973261,640,0.5346746719065409,175957.48653496458,15,23.8062682700098,19163.14864038221,8,4,0,0,High School,0.1726613971250128,977.5415918609143,0.3861121696959148,0
35,Female,White,34583.727387718216,791,0.17252532040071314,236223.50395549845,20,15.338226199670927,18423.196987639098,1,1,0,1,Bachelor,0.1464025670969361,984.2645998145769,0.341524066083445,0
21,Male,White,78672.50039641892,383,0.3477300665861801,171193.61101298322,20,10.960639290454239,6298.220553080961,5,2,0,1,PhD,0.4595527831377565,713.3067125540967,0.10880143007427265,0
42,Male,Black,53829.01431914705,558,0.576412358468068,317394.56577013934,10,13.444974827991823,11343.60048441111,9,3,0,0,Bachelor,0.16959652156782867,2644.954714751161,0.5896347346959346,1
77,Female,Black,63243.37507894999,659,0.4125066245580229,215021.64142534984,30,27.05643525915331,9407.869446220477,6,3,0,0,Bachelor,0.29412562688908,597.2823372926384,0.11333025852216519,1
31,Male,White,20027.29005701576,386,0.45860273994721923,342816.92662332853,30,5.539303432906154,-6485.26875646579,8,3,0,0,Bachelor,0.05841978181847721,952.269240620357,0.5705829822663007,0
67,Male,White,73884.28966027984,727,0.31561849569530354,339154.4083348085,10,24.20350563370413,-11203.836911149217,4,4,0,0,Master,0.21784853106595126,2826.286736123404,0.45903453886373047,0
75,Male,Black,76022.04126048186,666,0.10996608355985979,191185.5081035582,30,0.5457189848146615,16526.024837968413,5,2,0,0,PhD,0.3976349568258254,531.0708558432173,0.08382898123299108,1
26,Male,White,10033.100657107476,642,0.4230651841836027,333334.392748678,20,27.61715979426255,-715.8619320073776,8,0,0,0,Bachelor,0.03009920630863935,1388.8933031194915,1.6611733707293317,0
43,Male,White,35893.66552168303,646,0.415962140714062,166223.08849089703,15,15.008918389386173,29789.881456502666,9,4,0,0,Master,0.21593670198017467,923.4616027272058,0.30873244823748114,1
70,Male,White,59915.31146031021,395,0.15521381823166655,226614.69764521997,20,6.802434790235166,16688.705071515094,5,1,0,1,PhD,0.26439287514400994,944.2279068550832,0.18911250907486035,0
19,Male,Hispanic,62887.76907076364,554,0.3310798568123158,122029.25574358577,10,0.08569508451547247,-3935.32779726405,0,0,1,1,High School,0.5153499354524189,1016.9104645298814,0.1940429077811203,1
37,Female,Hispanic,36430.105390255565,435,0.5576644723328252,259355.51388401177,30,16.786394062343227,42871.37458593267,3,3,0,1,Bachelor,0.14046397103609579,720.4319830111438,0.23730877809774784,0
45,Male,Hispanic,43890.01073892694,547,0.20254241598598757,230129.63493157382,10,7.334636116795144,13603.948901731746,3,1,1,0,PhD,0.190718638874898,1917.7469577631152,0.5243326011024809,1
64,Female,Hispanic,38052.37877909714,798,0.33054937731705514,251419.88983641827,10,18.937930080325298,27726.490757663913,2,2,0,0,Bachelor,0.15134991429618086,2095.165748636819,0.6607205591428827,0
77,Female,Black,52208.36093892239,785,0.33055159260026024,63987.23815917128,20,8.435078443561416,44662.029250757885,7,2,0,0,Bachelor,0.8159183368572906,266.61349232988033,0.061280642610125974,0
24,Male,White,73943.57062923825,701,0.5053807340738192,1064.4132941051503,30,2.6407208757068066,19492.4908647171,5,4,1,0,Bachelor,69.46885297162926,2.9567035947365286,0.00047983134753853653,0
61,Female,Black,34579.156857175905,711,0.5122879351647223,86736.90886900818,15,15.15154889530678,20209.75587259001,6,2,1,0,High School,0.39866715690085336,481.87171593893436,0.1672238746349661,1
78,Male,White,70016.40995536829,747,0.479634709831696,249911.8648127236,20,16.93457208864433,41571.79319762148,8,3,0,0,Master,0.2801644091921625,1041.2994367196816,0.17846663730119056,1
25,Female,Black,34366.55855306225,546,0.2827270795941369,267345.31083159475,10,13.577700766186522,15591.278367071593,7,4,0,0,Bachelor,0.1285474521552776,2227.8775902632897,0.7779228473482772,0
64,Male,Hispanic,33047.45575006232,720,0.13601846250926006,312933.6792163099,10,13.741066629893442,36097.735295297534,2,4,1,0,Bachelor,0.10560530216122517,2607.780660135916,0.9469221521409249,0
52,Female,Black,66371.89236686427,423,0.2747414886120071,159548.88326808863,30,17.689503837000462,18888.952903159698,3,3,1,0,Bachelor,0.4159972229660808,443.1913424113573,0.08012874003260169,0
31,Female,White,68438.72756015233,559,0.4398956006356698,220864.20177981403,10,15.790605282304604,22554.688245568574,0,2,1,0,Bachelor,0.30986790529495084,1840.5350148317837,0.32271815922599023,0
34,Male,White,67028.19873525309,468,0.4513732872445382,129897.37662530139,10,3.9770261658797446,22345.164593301786,3,1,0,1,Bachelor,0.516008871592541,1082.4781385441781,0.19379511769123914,1
53,Male,Black,23684.051835637176,410,0.5825001047383596,336739.68138098647,20,5.912569394550971,14452.827854092691,8,4,1,0,Bachelor,0.07033341523193133,1403.0820057541102,0.7108996461371895,0
67,Female,Black,40680.98043855898,589,0.3268206157218543,129065.0754173159,30,4.253731242871503,11978.10872929187,4,1,1,0,Bachelor,0.31519743282233464,358.51409838143303,0.10575382240540684,1
57,Female,Hispanic,66459.77184006643,312,0.41621779147014515,317852.85360087076,20,20.798867466592377,10210.999272228737,2,1,1,0,Bachelor,0.20908974416042292,1324.3868900036282,0.23913176708293155,1
21,Male,White,50830.83681127789,562,0.3695954353612658,174868.78297595083,15,15.85795236500898,565.730580794032,1,1,1,0,High School,0.2906798797717286,971.4932387552824,0.22934737250827303,0
19,Female,Hispanic,28526.143076050717,322,0.1753092800566187,357524.56067690963,10,12.895653705927847,13301.1045461469,5,1,1,0,Master,0.07978792567996308,2979.371338974247,1.2533224688796831,1
79,Male,Black,59166.35878250883,499,0.33060123606606806,218295.76633927226,20,23.95016985818548,16019.685454927361,3,3,0,0,Bachelor,0.2710375916798739,909.5656930803011,0.1844762554526225,0
23,Female,Hispanic,35703.85482017059,541,0.3724175773444971,216108.73689271818,20,9.773839792824154,26112.940836651458,5,0,0,0,High School,0.1652124543113446,900.4530703863257,0.3026406223938449,1
71,Male,Black,85890.49696784424,538,0.5753748030211293,124591.9885266791,30,17.04319989272883,18615.664416254054,2,2,0,1,Master,0.6893741562640873,346.088857018553,0.0483530359101015,1
59,Female,Black,80896.82924836517,602,0.28326952720447807,416701.7072484586,10,2.232228044705953,36160.93792433842,2,0,1,0,High School,0.19413606385857787,3472.5142270704882,0.5151026450852888,0
21,Male,Black,62081.948527111344,464,0.5900495515539889,299081.57774907054,20,22.332122514753358,35486.19457001897,0,0,0,0,Bachelor,0.20757530100766722,1246.1732406211272,0.2408764422225414,1
71,Male,Hispanic,77220.13409539548,475,0.3711500370120422,251195.6209551114,10,20.855773344467696,40178.57965201039,8,4,0,0,Master,0.307410351350013,2093.296841292595,0.32529808954332007,1
46,Male,Asian,51295.827002467624,328,0.22123462165152877,223955.46213963596,15,24.07138887890646,16964.88600445301,6,0,0,1,High School,0.2290447685999493,1244.1970118868664,0.29106391328721853,1
35,Male,White,65308.749887500315,834,0.1958321935079039,133926.68476081337,10,26.53427874049661,12334.861476812905,8,0,1,0,High School,0.4876455353474822,1116.0557063401113,0.20506698565125356,1
43,Male,White,79554.4059060415,593,0.17084745863011588,267327.1044960149,10,22.740848018862557,-512.1603516538125,0,3,1,0,High School,0.29759199335968356,2227.725870800124,0.3360305459533494,0
61,Male,Asian,54909.97363588626,776,0.3264664352867265,193329.73745342763,20,25.334696703818814,39626.37700260284,7,1,0,0,PhD,0.2840223876531868,805.5405727226151,0.1760424606424119,1
51,Female,Black,44896.25656971433,682,0.11096321489446162,205752.04229666365,30,10.369637968851737,2683.0232518730772,1,0,0,0,Master,0.21820564242555923,571.5334508240657,0.15276109711372374,0
27,Male,Black,15907.560836457684,595,0.3225226416574327,289097.052450694,30,10.30012086044819,6483.473642894471,2,0,0,1,Bachelor,0.05502498452200838,803.0473679185945,0.6057854195306674,0
79,Male,White,48337.32948557012,633,0.5942023460779732,228445.26576283306,30,28.32902459699449,23386.07351087338,0,4,0,1,Bachelor,0.21159260763912213,634.5701826745363,0.157535434272753,0
53,Male,White,66468.46369124623,547,0.4350533978611333,201815.07661607797,15,27.437236089786143,15367.155644811188,6,2,0,1,Bachelor,0.3293533109902003,1121.1948700893222,0.20241687100771336,1
31,Male,Hispanic,68912.6685513526,540,0.4798930606002023,343564.82854186674,15,16.454920233156678,41709.58405449985,4,4,1,0,Bachelor,0.20058126684220506,1908.6934918992597,0.33236736269650025,1
48,Male,Hispanic,60087.3013143682,405,0.15950269535913128,118112.96804385992,20,10.996763558179376,8486.839176799524,2,2,0,1,High School,0.5087273845498105,492.1373668494163,0.0982844673169042,1
65,Male,White,39174.0181007552,422,0.3365504307450454,34512.32111459522,30,25.98004590776401,20436.133188245993,3,2,0,1,High School,1.1350734124975603,95.8675586516534,0.029366676169419115,1
32,Male,White,10463.568621048187,334,0.24311155051285696,120400.22833806457,15,9.702333972820986,-7791.019175229678,9,2,1,0,Master,0.08690655130377462,668.890157433692,0.7671074926634573,1
25,Male,Hispanic,40095.6980399053,715,0.5470487639945146,215204.18107652746,30,4.609052486833331,38482.45286165921,5,3,0,0,Master,0.18631467957235975,597.7893918792429,0.17890878705769148,1
31,Male,White,43913.102578920974,626,0.19064623600695627,269455.0104003644,30,19.1847802501644,-5136.943890086088,5,3,0,1,High School,0.16297007249437878,748.4861400010122,0.20453653129769012,1
40,Male,Hispanic,43741.42065619972,594,0.32936666356837097,125588.60348938554,15,1.2786542919890076,57315.710922246115,1,1,0,1,High School,0.34829132135302904,697.7144638299196,0.19141064557015808,1
77,Male,White,62371.12713955849,731,0.3940238591728189,568746.68014983,30,11.37305718499464,18239.05603273207,6,2,1,0,High School,0.10966416036596031,1579.8518893050832,0.3039583143854533,1
74,Male,Black,89713.5282202968,646,0.35702054578926634,218216.095444462,10,24.229914470838658,15689.209203620352,1,3,0,1,Bachelor,0.4111224153175709,1818.4674620371834,0.24323655503618102,0
79,Female,Asian,52470.58403682186,336,0.5151217639852037,215178.15684066937,20,8.856485870785043,19525.39540068195,8,3,1,0,High School,0.24384716742264034,896.575653502789,0.20504646631116732,1
57,Male,Black,45665.36421687077,811,0.2157265856598202,71036.54921647224,15,27.939464372206,3889.4904849196846,1,0,0,0,High School,0.6428432225460876,394.647495647068,0.10370594933337282,1
38,Female,White,44815.56373991815,834,0.28869555521184564,55720.12988509386,15,28.67473999849912,29868.375386017993,4,2,1,0,Bachelor,0.804297546189086,309.5562771394103,0.08288806422765548,1
33,Male,Black,52487.695338154284,317,0.49604214828697624,21690.453536130983,30,24.474489022953566,13871.673423644916,7,4,1,0,High School,2.4198523673432017,60.251259822586064,0.013774945026886322,1
62,Female,White,33434.124793032024,326,0.3640357058684024,337141.90019041987,15,29.62929956976188,15310.351911617941,7,0,0,0,High School,0.09916929570055878,1873.0105566134437,0.6722510853355896,0
35,Female,White,52403.9711749211,835,0.3010586928239787,321245.0950943485,10,15.92292334534313,39276.66543077725,3,3,0,0,Bachelor,0.16312769276533312,2677.0424591195706,0.6130167006276164,1
64,Male,Asian,59016.246726635996,328,0.11472125737241576,199854.74012221437,30,17.075986564169146,-5796.433256210828,6,3,0,0,Bachelor,0.2952957067245271,555.1520558950399,0.1128811986570094,0
70,Female,Hispanic,54193.72127148976,416,0.4766927120078047,78508.83552162522,10,25.08500445811435,17063.6238950775,7,3,0,0,Master,0.69028818108711,654.2402960135436,0.14486703197281114,0
41,Male,Black,59150.83868009562,431,0.5860910389833801,172247.49888600904,20,14.784157673642714,18358.994731239774,7,3,1,1,Bachelor,0.34340608172917975,717.6979120250377,0.14560021694499717,1
43,Male,White,58674.95218697071,588,0.410143504744255,342143.81748525053,20,12.201600204992086,22070.90354859846,4,4,0,0,High School,0.17149207201296315,1425.5992395218773,0.2915586674830104,1
42,Female,White,14562.066355071125,535,0.5282706103443973,149584.51164463873,10,18.44260773523617,11656.966902563869,9,1,0,0,Bachelor,0.09735009457172664,1246.537597038656,1.0272203682999088,1
77,Female,White,62737.403167908065,341,0.3584378715974631,109795.72187004886,30,19.72978532546646,15214.525519404207,1,1,1,0,Master,0.571401162990324,304.9881163056913,0.0583361314122803,0
77,Male,Black,36579.70308675093,459,0.2158404827116823,161899.9771931945,20,22.526874650884988,47738.312902984646,1,2,1,0,High School,0.22594013736703952,674.583238304977,0.22129755510759494,1
77,Male,Hispanic,28083.21673992084,424,0.10722105211757274,170713.90503924948,30,20.04602091780256,27491.767383597988,4,3,0,1,High School,0.1645045653045317,474.205291775693,0.20262862171409343,1
62,Male,Black,27910.963442900076,559,0.4266991337949946,273808.6795904378,30,22.371653857899855,8314.029785938186,3,2,1,1,High School,0.1019360068667261,760.5796655289939,0.32700254167219084,1
58,Male,Hispanic,58670.832209450586,575,0.3465544241241223,-20723.120517602394,20,20.23679012666257,29782.614397833284,3,4,0,1,PhD,-2.831177484086679,-86.34633549000998,-0.017660496482836963,1
46,Female,White,45548.50145550294,512,0.4910490735438008,216932.91106638758,20,14.413357155005365,20684.71612558187,2,2,0,0,PhD,0.2099658425805378,903.8871294432815,0.2381339716283672,1
32,Male,White,16360.624320291783,772,0.44734120871765226,130318.5759576332,10,4.04803753009411,31129.12674145247,8,1,0,1,Bachelor,0.12554330186673196,1085.9881329802768,0.7965379157077854,1
62,Male,White,59560.75630384567,730,0.5939761841032823,146445.8016732903,30,23.56329686805775,16940.11787012593,7,1,0,0,High School,0.40670852713634836,406.7938935369175,0.08195877664044746,1
18,Male,White,21207.837384023453,379,0.3551562917060199,275445.97233303037,10,0.9233745416304917,7882.9978955873285,3,1,0,1,Master,0.07699454526197222,2295.383102775253,1.2987933061978902,1
42,Male,White,52796.427170364215,527,0.31358739483650466,69819.22652696534,15,29.775002752840187,-5027.842695861946,6,2,0,0,Bachelor,0.7561875116157776,387.88459181647414,0.08816155469721683,0
24,Male,Asian,54769.97851346109,394,0.24336984471964748,217993.03118113388,15,24.853754698190397,37285.29137107675,7,3,0,0,Master,0.25124646515856663,1211.0723954507437,0.26534369995849294,1
26,Female,White,67711.5416339009,723,0.3384306458956372,248127.44546497188,15,20.12731823943915,30261.748264744194,5,0,0,0,Master,0.2728901734631356,1378.4858081387326,0.24429852427673648,1
41,Female,Asian,85633.69572933702,815,0.536435739061461,257960.73501379316,15,28.9982031556336,25350.57137976796,1,1,0,1,Bachelor,0.3319640709069859,1433.1151945210731,0.20082494615914692,1
18,Female,White,22706.473481989167,464,0.12121986289587064,270686.6783741549,20,18.37410844368628,29733.149081914882,7,2,1,1,PhD,0.08388470987332185,1127.8611598923121,0.5960561832485002,1
61,Male,Asian,48950.52287873901,725,0.5889500236430943,257190.50117982476,20,1.6929864223304414,38550.42274528138,2,0,1,0,Master,0.19032788012848634,1071.6270882492697,0.2627045494661426,1
25,Female,Black,44473.29409911565,341,0.596653597153899,271926.5854131251,10,16.781465220435603,-5246.41909632281,3,1,0,0,Bachelor,0.1635489006400367,2266.054878442709,0.6114379222890358,0
41,Female,Asian,58674.993719219245,702,0.3989106892939509,111919.76691371172,20,8.316125569708285,21250.049801592988,3,1,0,1,Bachelor,0.5242594345684859,466.3323621404655,0.09537262794546487,1
28,Female,White,54313.375418672375,715,0.2657721018477007,336567.3684477136,20,11.084325839533104,-7161.449817119017,6,4,1,0,Bachelor,0.16137445430069985,1402.3640351988067,0.30983838313610435,0
68,Male,Hispanic,42949.075145267605,599,0.2115244841610119,81543.63129009397,20,13.787554675500868,14089.617673078574,7,1,0,0,Bachelor,0.5267005462692108,339.76513037539155,0.09493060213088075,0
34,Male,Asian,41181.95622778289,354,0.2382451978424394,237034.44894493176,15,23.238022391663506,24948.701447162086,8,0,1,0,Bachelor,0.17373827479966994,1316.8580496940654,0.38371894013300817,1
25,Male,White,27670.98289631905,635,0.12505271325248593,131910.84267801163,10,15.087876431128684,14720.689023409854,0,0,0,0,Bachelor,0.2097703443822481,1099.2570223167636,0.47671180735527524,0
52,Male,White,69757.23164813018,729,0.3375554792416794,28218.62679153448,30,14.240408724752363,46435.93354085284,0,3,0,0,Bachelor,2.472027861719238,78.38507442092912,0.013484206165116107,1
52,Male,White,59184.08363199059,633,0.12866213543220292,142989.01489995036,30,9.059164132255383,15633.946851312103,6,0,1,1,Bachelor,0.4139065065480854,397.1917080554177,0.08053348475076666,1
